City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Mtimbira,TZ,-8.7833,36.35,64.87,74,3,3.11,clear sky
698,Antofagasta,CL,-23.65,-70.4,56.48,81,8,1.68,clear sky
699,Sorrento,IT,40.626,14.3744,81.01,76,25,6.11,scattered clouds
700,Catumbela,AO,-12.4314,13.5472,69.28,90,93,4.29,overcast clouds
701,Kita,ML,13.0349,-9.4895,73.26,94,100,8.61,moderate rain
702,Broome,US,42.2506,-75.833,88.0,62,100,16.11,overcast clouds
703,Guasdualito,VE,7.2424,-70.7324,77.11,89,28,3.44,scattered clouds
704,Halifax,CA,44.6453,-63.5724,79.7,75,54,4.0,broken clouds
705,Balabac,PH,7.9868,117.0645,81.57,77,55,4.45,broken clouds
706,Nicoya,CR,10.1483,-85.452,77.38,91,97,1.88,overcast clouds
707,Erenhot,CN,43.6475,111.9767,77.77,27,69,17.67,broken clouds
708,Vasilsursk,RU,56.1275,46.0072,63.28,85,57,2.1,broken clouds
709,Gimli,CA,50.6336,-96.9907,62.6,79,45,21.81,scattered clouds
710,Tuburan,PH,6.6439,122.2736,80.69,75,93,3.38,overcast clouds
711,Khandyga,RU,62.6667,135.6,70.0,75,5,3.98,clear sky
712,Schwerin,DE,53.6294,11.4132,58.66,89,0,4.0,clear sky
713,Iquique,CL,-20.2208,-70.1431,58.82,84,29,3.44,scattered clouds
714,Luancheng,CN,37.8792,114.6517,77.74,62,0,4.14,clear sky
715,Maxixe,MZ,-23.8597,35.3472,63.61,84,0,6.87,clear sky
716,Victor Harbor,AU,-35.5667,138.6167,55.69,68,2,7.14,clear sky
717,Atyrau,KZ,47.1167,51.8833,68.02,83,40,4.47,mist
718,Lasa,IT,46.6166,10.7002,62.37,91,59,3.74,broken clouds
